TF1,DF1,TF2,DF2
43,30,5,5
151,59,50,25
47,40,0,0
199,39,22,7
35,29,0,0
94,63,33,27
75,59,0,0
113,32,9,6
67,32,4,3
62,27,5,4
35,11,4,1
167,70,65,26
154,82,24,10
179,131,112,82
77,54,1,1
69,54,27,25
209,114,126,66
155,122,138,89
95,18,32,9
80,59,0,0
59,44,0,0
72,31,11,5
78,71,0,0
85,61,26,23
13,10,73,52
112,82,0,0
180,91,0,0
66,43,32,23
60,52,1,1
61,55,1,1
643,360,14,7
35,33,13,13
71,37,4,2
540,118,11,8
204,170,2,1
97,89,1,1
32,28,10,8
37,32,25,20
73,49,0,0
76,40,0,0
163,117,0,0
169,122,1,1
88,48,8,5
102,79,3,2
202,90,0,0
143,102,49,33
34,27,5,3
232,47,72,36
69,31,30,17
85,59,0,0
177,145,1,1
146,116,1,1
139,81,0,0
42,36,0,0
75,22,15,1
127,82,0,0
63,57,0,0
49,46,0,0
30,23,6,3
83,55,2,2
82,66,1,1
40,32,0,0
88,67,0,0
57,47,1,1
233,169,1,1
308,182,1,1
94,65,8,6
48,42,0,0
566,344,110,80
50,21,16,7
137,82,4,4
30,9,17,6
42,36,3,2
67,55,9,9
150,85,53,33
116,67,40,20
94,34,0,0
264,162,99,73
51,25,41,26
199,139,0,0
73,57,0,0
123,55,8,2
34,24,0,0
43,13,0,0
97,85,0,0
34,17,0,0
155,113,0,0
145,66,0,0
194,94,2,2
260,29,1,1
53,40,2,2
34,33,0,0
224,159,0,0
54,34,0,0
426,219,5,5
36,32,0,0
18,9,13,7
35,30,0,0
1022,275,27,18
80,41,0,0
117,89,1,1
290,202,0,0
206,117,14,6
65,58,0,0
273,204,0,0
44,36,0,0
99,67,2,2
59,57,0,0
44,34,0,0
40,16,0,0
155,86,39,18
46,19,13,8
102,83,0,0
151,134,0,0
275,83,69,20
315,179,10,9
114,64,0,0
32,26,1,1
305,201,2,1
194,67,4,3
23,16,13,11
136,100,0,0
76,51,67,23
38,15,13,4
130,105,0,0
62,24,12,8
117,90,0,0
39,36,0,0
259,205,4,2
89,81,0,0
364,164,28,20
108,75,0,0
32,28,0,0
197,101,2,1
36,19,0,0
58,47,0,0
94,33,13,9
237,162,0,0
168,138,8,7
34,23,17,12
185,108,108,79
46,41,0,0
40,39,3,3
27,14,3,3
133,116,0,0
88,69,0,0
55,53,0,0
54,41,15,3
171,121,0,0
73,49,22,15
38,36,0,0
56,18,29,13
60,38,1,1
34,27,1,1
47,31,26,15
69,59,0,0
401,328,1,1
112,77,2,2
192,154,2,2
71,50,38,32
92,42,36,21
61,56,0,0
676,468,0,0
69,66,3,3
105,74,0,0
77,65,0,0
378,299,1,1
70,63,0,0
157,123,4,3
109,90,0,0
412,200,9,6
97,75,0,0
37,34,0,0
84,73,0,0
545,402,15,9
68,49,0,0
53,46,0,0
37,35,1,1
27,24,26,21
129,112,0,0
450,333,3,3
64,53,0,0
122,66,0,0
69,47,0,0
52,47,0,0
141,85,2,2
192,151,2,2
135,104,6,5
111,97,1,1
35,32,0,0
28,27,2,1
27,3,25,3
104,33,3,2
124,109,1,1
299,241,0,0
56,34,24,17
25,19,12,9
34,19,2,2
69,53,35,23
137,63,51,38
82,56,2,2
107,57,0,0
31,23,0,0
245,106,11,9
58,45,0,0
35,28,0,0
93,78,1,1
59,33,0,0
29,27,0,0
92,40,0,0
39,24,0,0
72,44,0,0
169,147,3,2
51,45,2,2
57,53,1,1
62,45,5,5
135,106,2,2
250,182,1,1
49,44,0,0
70,56,0,0
119,97,0,0
200,177,3,3
64,47,20,7
103,61,0,0
56,7,5,4
53,43,0,0
56,31,21,11
46,43,0,0
54,47,0,0
254,165,2,2
292,170,2,2
336,282,0,0
79,70,0,0
162,148,0,0
132,117,0,0
87,81,0,0
36,31,0,0
118,50,19,16
61,43,10,7
90,66,15,13
282,145,0,0
44,37,0,0
338,185,176,120
35,26,24,20
325,249,3,3
65,58,44,36
969,290,5,4
345,191,77,56
107,58,30,14
45,40,2,1
84,44,50,19
32,8,0,0
230,170,1,1
46,39,0,0
123,73,37,26
36,27,3,3
130,62,51,25
114,82,14,4
49,24,18,13
32,25,1,1
159,70,14,4
92,67,0,0
209,126,2,2
37,23,22,13
44,27,3,3
109,67,3,2
42,24,0,0
32,20,0,0
143,135,34,34
63,33,24,18
26,15,12,5
25,15,6,5
24,17,15,7
44,30,33,27
25,17,15,8
61,39,27,20
140,107,0,0
33,27,7,6
30,15,9,7
200,147,4,4
71,59,1,1
196,108,29,21
36,14,11,6
42,28,5,4
40,36,0,0
122,64,0,0
43,30,0,0
214,182,2,2
63,29,35,20
161,64,3,2
161,119,1,1
39,26,0,0
346,281,1,1
108,58,0,0
191,125,0,0
35,32,0,0
261,147,1,1
185,137,9,6
207,163,2,2
234,137,2,2
40,39,1,1
70,35,2,1
51,47,0,0
115,79,0,0
42,23,12,12
36,23,374,201
50,25,27,15
555,246,5,4
88,52,6,6
51,41,0,0
1,1,30,21
142,82,8,8
81,49,6,5
56,46,0,0
120,88,0,0
82,15,1,1
18,9,14,4
171,68,10,3
102,45,0,0
130,71,0,0
69,40,42,28
194,79,0,0
40,27,3,3
163,90,0,0
9,6,201,120
229,114,7,3
48,44,0,0
442,244,2,2
69,51,1,1
89,63,2,2
11,8,1947,1065
103,78,0,0
41,29,5,4
155,68,0,0
201,174,293,175
115,58,26,19
119,98,0,0
233,112,112,64
46,28,2,2
44,26,17,8
48,35,17,14
103,94,0,0
119,87,10,8
32,28,0,0
106,53,0,0
47,37,0,0
214,109,0,0
90,44,11,6
44,30,15,12
29,13,9,5
694,625,100,85
61,53,0,0
38,31,34,28
278,211,0,0
34,28,118,67
250,145,0,0
483,333,1,1
99,92,72,57
27,14,13,11
73,52,14,5
58,43,0,0
332,192,5,5
37,36,0,0
45,20,24,10
216,170,0,0
70,51,3,2
106,48,44,26
48,36,31,24
300,149,6,6
75,58,43,37
44,25,0,0
108,25,91,14
404,234,9,7
208,119,5,2
31,30,0,0
171,96,3,2
150,87,9,8
88,61,0,0
78,70,0,0
39,22,3,1
37,28,11,7
84,61,4,3
43,26,11,11
33,21,2,2
144,51,4,4
60,45,0,0
245,146,6,2
147,31,57,3
64,57,1,1
50,37,0,0
74,61,11,10
97,93,21,21
33,27,0,0
25,20,2,2
76,57,2,2
206,188,2,2
28,14,8,6
45,23,19,16
201,111,2,2
82,52,0,0
1826,662,19,17
1835,666,0,0
320,209,3,2
129,79,1,1
56,34,0,0
101,87,0,0
54,41,0,0
52,39,0,0
32,26,0,0
48,38,25,19
63,55,0,0
95,87,0,0
58,45,0,0
80,62,0,0
53,46,0,0
660,356,1,1
130,106,0,0
187,122,0,0
181,87,3,2
60,50,7,4
132,46,12,3
64,59,0,0
106,90,0,0
66,49,0,0
29,26,0,0
83,61,1,1
43,32,4,4
38,37,0,0
48,35,6,3
60,26,4,4
152,97,0,0
38,23,3,2
58,39,0,0
100,64,0,0
161,124,1,1
191,126,0,0
130,93,1,1
41,20,1,1
412,297,2,2
51,45,0,0
230,149,0,0
46,22,0,0
42,33,26,7
64,39,28,18
208,175,1,1
153,121,2,1
209,170,120,103
46,18,0,0
43,28,0,0
108,46,0,0
49,3,4,2
26,22,11,7
94,54,0,0
67,41,0,0
201,173,296,218
126,97,2,2
180,139,6,4
249,174,1,1
38,36,0,0
108,89,0,0
514,408,1,1
34,31,0,0
62,58,0,0
136,85,2,2
75,65,0,0
32,25,0,0
96,60,0,0
128,85,9,3
258,203,0,0
80,73,0,0
31,27,1,1
37,32,0,0
195,108,17,11
158,105,0,0
51,33,2,1
31,29,0,0
174,118,0,0
30,30,0,0
65,51,0,0
61,35,30,15
30,23,3,3
165,128,0,0
190,109,1,1
107,70,0,0
53,49,0,0
35,25,0,0
35,29,0,0
250,195,0,0
49,45,1,1
172,92,0,0
69,63,0,0
37,16,0,0
155,115,0,0
132,110,1,1
101,78,17,15
234,169,5,2
273,187,262,141
118,96,0,0
106,83,5,1
116,94,1,1
46,42,0,0
30,29,1,1
702,593,47,25
325,156,0,0
42,33,0,0
553,497,1,1
73,41,37,13
45,33,21,19
201,96,93,37
93,70,0,0
179,104,38,19
77,49,9,7
49,27,13,8
23,19,17,14
75,35,30,12
36,14,7,5
167,79,83,47
224,119,0,0
58,51,0,0
147,125,2,1
222,153,7,5
120,80,6,2
38,29,0,0
265,92,9,3
213,173,0,0
148,84,10,9
265,124,80,43
34,28,7,6
131,89,1,1
56,46,0,0
40,18,14,8
47,46,0,0
101,90,69,55
151,81,5,4
102,78,1,1
418,308,0,0
75,71,1,1
36,30,0,0
31,23,0,0
30,18,12,8
65,27,0,0
28,1,8,1
102,69,4,4
57,40,1,1
77,48,0,0
666,378,1,1
255,202,1,1
107,54,1,1
157,82,4,4
50,35,0,0
41,18,0,0
78,25,0,0
31,14,11,4
55,51,2,2
52,31,1,1
23,21,12,11
93,74,1,1
46,34,1,1
119,83,0,0
38,31,0,0
22,9,14,9
56,25,1,1
30,12,0,0
218,118,3,2
27,10,5,3
75,17,0,0
47,11,0,0
46,40,0,0
75,63,0,0
344,118,0,0
31,20,0,0
20,18,16,14
31,17,0,0
190,171,0,0
148,71,0,0
113,91,0,0
74,70,1,1
131,101,0,0
188,61,0,0
32,14,1,1
198,142,0,0
243,124,20,13
33,25,76,35
85,61,0,0
25,11,1458,611
143,65,20,14
48,25,0,0
145,123,0,0
47,36,6,4
87,54,14,11
248,200,8,8
205,82,59,32
81,56,14,12
583,341,2456,1407
101,74,22,15
37,26,32,18
25,6,105,66
81,68,0,0
47,42,26,23
211,98,25,13
331,197,14,9
35,22,22,16
55,35,0,0
137,103,0,0
211,145,0,0
22,13,264,149
3,3,76,57
18,9,23,20
19,13,120,88
65,50,5,5
45,43,0,0
187,142,2,2
203,108,1,1
69,54,0,0
177,154,1,1
77,58,0,0
130,94,2,2
82,46,3,3
34,22,0,0
64,58,0,0
46,45,0,0
145,119,1,1
131,95,10,4
103,69,1,1
155,142,0,0
75,69,0,0
52,46,0,0
29,25,63,59
186,120,0,0
694,269,4,4
1081,794,1,1
39,29,1,1
53,39,1,1
85,69,0,0
66,51,0,0
50,46,0,0
895,536,6,5
271,35,72,17
108,95,0,0
81,52,1,1
33,28,10,8
143,86,1,1
251,139,22,14
40,13,20,5
58,51,1,1
97,66,198,122
112,105,0,0
52,48,0,0
88,61,3,2
126,111,0,0
108,95,0,0
185,83,24,15
190,169,3,3
133,68,1,1
172,88,6,5
64,56,0,0
95,80,0,0
73,40,2,2
320,132,2,2
40,28,0,0
110,76,8,3
58,44,1,1
74,64,0,0
101,73,1,1
28,23,1,1
191,140,0,0
58,48,1,1
108,83,0,0
41,22,5,5
246,166,2,1
54,40,4,3
105,94,0,0
254,85,2,1
32,25,0,0
104,91,0,0
270,168,3,3
123,74,2,2
33,27,3,3
74,62,0,0
91,80,0,0
41,35,0,0
192,151,0,0
160,76,3,3
53,49,2,2
205,163,0,0
34,16,18,9
44,29,0,0
61,45,0,0
40,35,0,0
120,102,1,1
52,38,0,0
202,152,1,1
258,141,1,1
139,107,0,0
57,30,0,0
74,65,0,0
62,43,12,9
33,20,0,0
156,137,0,0
40,37,0,0
75,67,11,9
36,20,2,2
92,81,0,0
88,30,32,15
82,48,0,0
118,99,0,0
58,36,0,0
92,21,16,8
38,20,15,9
109,42,0,0
126,51,50,29
324,81,0,0
131,37,4,4
53,51,0,0
42,34,0,0
194,139,2,2
131,58,2,2
157,121,0,0
37,21,3,3
71,62,2,2
54,49,0,0
54,39,0,0
169,77,4,3
185,149,0,0
26,15,10,4
51,47,1,1
41,38,0,0
38,18,0,0
198,77,85,48
55,44,1,1
77,55,0,0
91,63,42,31
49,36,0,0
36,26,1,1
49,43,0,0
363,256,0,0
70,48,0,0
50,47,2,2
42,37,9,2
92,80,0,0
365,173,1,1
38,25,1,1
39,28,3,3
97,67,0,0
50,35,10,9
128,89,0,0
111,94,0,0
78,67,1,1
120,89,0,0
181,89,0,0
406,206,2,2
78,51,3,2
61,45,0,0
46,12,5,1
64,57,2,2
76,67,0,0
81,71,2,2
42,39,0,0
104,55,17,15
75,60,1,1
58,32,0,0
37,30,0,0
83,69,0,0
100,81,0,0
135,117,1,1
68,64,1,1
34,29,0,0
37,33,11,11
24,15,12,3
25,18,1,1
57,41,12,12
59,44,0,0
60,49,1,1
31,27,0,0
207,63,78,41
37,32,3,3
39,26,0,0
54,28,41,18
47,41,0,0
72,41,0,0
65,44,1,1
120,88,0,0
39,22,0,0
66,21,0,0
104,86,6,6
307,151,0,0
41,39,23,19
43,36,0,0
229,158,0,0
316,261,0,0
197,96,3,2
26,11,2,1
360,120,107,58
32,30,17,16
50,36,1,1
123,82,0,0
282,179,9,6
754,221,439,201
236,188,1,1
53,31,1,1
159,50,1,1
29,15,0,0
64,18,1,1
157,106,0,0
2,2,312,231
98,58,0,0
89,65,0,0
202,124,8,8
28,19,11,10
25,18,9,3
76,45,3,3
66,54,0,0
35,29,0,0
180,133,1,1
69,37,15,8
238,152,122,69
83,61,43,31
28,23,11,6
24,11,12,7
61,40,36,23
67,53,0,0
40,32,0,0
165,118,0,0
91,76,0,0
45,30,0,0
159,69,40,25
68,16,56,15
46,36,1,1
66,52,22,20
62,43,0,0
35,30,0,0
64,16,28,19
64,53,0,0
94,16,50,9
77,32,1,1
71,54,0,0
213,84,8,2
80,61,32,18
39,25,0,0
194,132,30,16
36,23,2,2
66,54,14,13
26,11,9,8
134,48,67,26
192,83,0,0
126,81,53,31
31,22,9,7
55,42,0,0
37,24,0,0
38,32,0,0
171,121,0,0
68,59,0,0
116,93,0,0
56,42,3,3
31,16,10,5
40,39,0,0
60,52,1,1
202,113,0,0
43,29,1,1
34,28,6,6
259,169,123,79
131,120,0,0
31,23,0,0
265,156,2,2
39,36,0,0
125,102,0,0
31,24,0,0
54,48,0,0
137,82,0,0
45,39,0,0
34,18,0,0
306,158,2,1
91,73,0,0
155,74,6,6
67,55,0,0
82,75,0,0
41,36,0,0
159,109,0,0
40,26,0,0
103,29,48,14
67,17,21,7
39,37,0,0
41,21,1,1
86,25,20,6
142,59,34,27
353,168,7,4
24,16,9,7
40,23,0,0
56,46,3,3
56,48,0,0
59,36,630,453
50,33,26,19
83,56,0,0
77,72,0,0
83,58,0,0
56,30,1,1
115,38,1,1
102,45,10,6
72,27,45,16
65,30,6,3
40,4,7,3
83,43,16,12
33,15,8,2
94,82,0,0
64,44,40,35
173,66,4,4
233,68,2,2
76,53,46,40
63,38,1,1
176,110,0,0
177,70,2,2
82,24,3,3
89,50,2,1
228,118,5,4
234,132,1,1
116,95,0,0
122,51,7,5
387,221,0,0
56,10,4,4
25,21,15,13
44,26,0,0
97,80,0,0
79,53,22,10
68,40,0,0
115,65,62,34
69,19,2,2
72,24,21,15
86,74,0,0
26,16,11,9
49,42,0,0
145,128,1,1
786,697,153,130
75,1,3,2
2,2,24,18
59,22,27,10
39,31,16,11
35,30,6,5
19,4,26,3
266,136,7,5
41,14,0,0
183,120,0,0
157,71,0,0
144,122,1,1
55,26,8,1
71,36,2,1
46,4,0,0
348,234,3,3
37,23,0,0
155,81,0,0
73,64,0,0
90,58,1,1
50,37,0,0
44,32,2,1
99,77,0,0
26,19,1,1
50,46,0,0
327,192,1,1
720,430,3,3
113,60,1,1
126,58,3,3
57,39,0,0
53,32,0,0
30,13,21,9
94,86,0,0
128,72,42,31
45,37,0,0
140,45,1,1
23,11,8,4
82,59,0,0
79,32,0,0
26,6,9,1
321,181,7,5
30,10,36,14
47,30,6,4
99,21,1,1
65,41,40,28
28,16,9,4
42,39,0,0
95,31,9,4
90,83,0,0
76,67,0,0
214,103,1,1
43,23,1,1
34,20,22,11
32,27,6,2
98,80,3,3
27,21,5,4
48,41,0,0
49,35,0,0
50,46,0,0
31,23,0,0
37,35,0,0
218,165,1,1
227,147,2,2
53,34,22,15
85,60,1,1
110,91,1,1
75,63,0,0
40,34,0,0
32,13,0,0
59,18,5,4
119,112,139,115
285,136,10,6
37,34,1,1
47,41,0,0
116,65,0,0
153,98,2,1
77,66,2,2
56,38,0,0
30,17,9,9
55,27,0,0
31,29,0,0
111,90,1,1
290,245,0,0
29,23,0,0
299,145,116,63
42,31,0,0
223,170,511,345
74,62,0,0
151,98,4,3
24,21,24,22
75,43,0,0
98,84,0,0
189,156,89,76
41,27,4,3
58,49,0,0
26,17,8,7
29,24,0,0
88,37,0,0
9,6,30,28
65,39,10,6
47,33,0,0
82,26,22,6
174,153,3,1
435,233,642,271
31,16,9,6
92,47,17,12
135,84,0,0
71,65,0,0
28,1,5,1
13,12,41,28
96,19,2,1
204,159,2,2
21,11,18,4
32,23,11,7
144,101,4,4
239,116,2,2
19,14,2231,820
84,53,5,4
15,6,39,18
35,19,48,26
31,21,1220,749
83,80,0,0
11,7,251,115
136,100,72,49
40,27,73,43
62,46,9,4
120,77,37,24
104,78,430,245
20,14,20,9
23,10,73,44
7,4,25,16
68,54,114,55
50,33,6,5
120,60,37,20
219,125,0,0
507,159,10,6
127,84,139,89
20,17,11,8
35,25,0,0
214,50,104,21
35,30,1,1
298,137,136,75
24,9,9,8
425,133,116,68
213,96,24,17
32,7,10,5
27,12,23,5
80,27,29,10
371,74,124,29
217,165,17,9
22,13,13,12
36,31,0,0
249,131,0,0
44,18,0,0
94,47,3,3
130,63,1,1
102,33,49,25
281,109,176,58
75,66,1,1
75,55,1,1
352,33,0,0
171,75,0,0
45,29,1,1
62,54,0,0
51,30,1,1
58,29,23,14
35,26,8,6
35,13,0,0
47,22,14,5
419,69,194,60
85,54,12,6
124,65,3,2
244,135,109,67
51,35,0,0
33,17,10,9
91,58,35,25
59,14,13,7
303,120,8,5
28,17,59,24
59,10,0,0
92,12,62,6
199,81,51,29
103,79,14,12
142,63,58,21
121,106,0,0
74,62,50,37
28,16,10,3
63,44,30,25
85,69,1,1
65,44,41,32
48,40,1,1
57,30,5,2
53,22,26,12
60,47,42,37
88,63,13,6
24,12,13,8
60,47,30,24
54,36,108,84
84,50,19,7
36,32,24,18
91,59,4,4
40,16,0,0
37,21,0,0
40,31,1,1
136,95,57,37
59,49,35,29
201,149,7,6
110,13,1,1
109,72,0,0
34,25,6,4
6,5,4422,1966
109,51,68,22
24,21,12,9
0,0,51,47
38,34,0,0
52,43,17,16
36,32,29,24
87,37,15,12
88,40,0,0
41,11,12,6
62,53,0,0
466,129,203,87
33,29,0,0
80,60,0,0
72,44,0,0
40,19,0,0
43,8,0,0
143,44,1,1
37,24,17,12
39,20,19,12
102,68,0,0
145,79,1,1
214,59,1,1
48,40,0,0
97,50,0,0
98,71,1,1
57,37,0,0
158,86,83,39
78,60,2,2
35,27,0,0
49,43,1,1
125,94,0,0
63,49,0,0
51,24,0,0
87,64,0,0
32,10,0,0
50,21,8,6
37,29,0,0
47,28,17,15
34,24,16,11
121,33,0,0
165,88,4,4
42,31,0,0
80,69,0,0
94,69,0,0
43,35,2,2
173,114,70,59
45,21,94,51
117,89,86,71
66,56,2,1
95,52,0,0
53,28,29,19
33,16,0,0
72,70,0,0
136,75,6,5
60,58,0,0
144,73,0,0
206,180,0,0
41,36,0,0
81,67,0,0
50,41,1,1
78,62,0,0
71,59,0,0
192,113,1,1
32,12,24,10
19,11,12,7
38,12,5,3
326,103,2,2
62,39,0,0
39,34,0,0
78,58,0,0
48,42,0,0
37,21,0,0
92,75,1,1
116,57,80,53
425,268,4,4
30,20,3,3
93,13,11,7
26,19,18,14
42,36,3,1
58,38,0,0
88,75,63,53
118,100,65,56
45,32,0,0
123,69,1,1
93,79,2,2
104,101,0,0
33,33,17,17
187,89,0,0
439,199,1,1
48,27,2,2
26,23,0,0
35,9,489,271
43,34,0,0
104,76,5,5
86,41,1,1
315,178,5,4
95,80,1,1
54,44,15,8
42,35,16,14
54,50,0,0
39,31,0,0
87,44,1,1
53,40,29,27
33,29,0,0
115,105,0,0
91,71,0,0
78,68,0,0
84,69,1,1
99,76,0,0
133,93,0,0
53,23,88,32
47,23,44,19
79,56,17,13
194,102,1,1
107,80,1,1
123,102,0,0
52,51,0,0
67,57,74,62
129,97,0,0
60,34,0,0
199,125,0,0
115,70,662,400
149,71,1,1
41,26,2,2
259,120,199,107
127,102,5,2
47,34,15,10
618,379,14,13
179,120,6,6
132,71,19,8
110,73,0,0
81,45,2,2
103,76,0,0
160,59,18,13
202,145,1,1
117,78,0,0
95,70,0,0
17,13,24,22
76,43,1519,643
11,9,113,91
4,4,109,60
125,95,0,0
215,99,3,3
105,47,3,3
623,108,14,9
210,65,1,1
60,45,1,1
40,34,0,0
855,367,152,67
84,43,0,0
44,32,4,3
64,40,13,10
84,65,54,45
48,13,15,5
127,68,23,14
34,18,14,7
90,64,1,1
24,14,9,4
34,26,3,3
103,77,49,41
85,51,0,0
24,10,8,3
233,109,2,2
40,22,17,6
52,17,14,6
97,34,43,24
92,40,45,33
105,64,0,0
33,20,1,1
79,61,0,0
41,8,29,3
76,52,12,11
45,26,16,9
109,90,0,0
72,46,34,20
25,16,7,6
33,29,0,0
8,8,28,24
157,89,254,122
344,128,522,175
175,70,1,1
51,29,238,126
9,8,249,159
68,37,3032,1576
80,49,786,358
57,8,2,2
82,35,0,0
128,87,0,0
48,38,0,0
36,31,0,0
24,20,65,41
1,1,91,69
33,26,81,57
14,12,24,20
86,56,36,25
52,41,0,0
60,38,31,22
63,60,0,0
59,40,0,0
29,27,0,0
53,28,26,20
41,33,3,3
74,31,36,13
92,56,7,5
25,19,6,6
25,18,10,8
41,30,4,3
128,88,94,60
22,15,12,11
47,23,4,2
49,44,1,1
66,50,0,0
48,38,0,0
73,52,48,35
31,23,21,15
31,27,37,32
26,18,54,43
44,29,0,0
88,58,0,0
59,53,0,0
56,22,0,0
37,21,435,283
90,52,58,31
74,44,32,26
81,20,21,11
34,10,6,6
124,86,68,49
116,64,0,0
158,112,2,2
196,156,1,1
68,47,1,1
150,124,0,0
33,31,1,1
64,53,11,10
86,63,2,1
117,58,1,1
42,21,3,2
39,31,1,1
120,107,1,1
84,31,1,1
146,111,2,2
28,21,1,1
38,33,0,0
60,46,0,0
111,57,0,0
50,47,2,2
236,179,0,0
69,58,26,23
128,92,0,0
53,43,0,0
228,189,0,0
75,62,33,29
270,181,9,4
186,160,0,0
74,60,0,0
67,48,1,1
177,131,3,2
176,136,0,0
48,46,0,0
175,139,1,1
70,54,4,2
31,31,0,0
84,54,0,0
151,121,6,2
79,56,0,0
94,51,2,1
136,87,4,4
60,55,0,0
104,96,0,0
37,14,0,0
41,28,0,0
63,55,0,0
44,36,1,1
153,99,0,0
48,33,0,0
43,30,0,0
195,156,4,4
47,35,0,0
76,67,0,0
39,34,0,0
40,32,0,0
50,43,0,0
42,41,11,7
52,51,6,6
64,57,1,1
217,159,0,0
52,37,0,0
105,83,1,1
21,14,10,7
42,34,3,3
44,40,0,0
32,18,9,8
42,37,1,1
38,25,22,16
54,47,0,0
46,41,0,0
54,46,0,0
59,55,0,0
49,39,4,3
68,46,0,0
131,51,0,0
65,52,0,0
68,57,3,2
39,30,1,1
49,47,3,3
111,100,0,0
30,27,0,0
98,88,0,0
95,89,1,1
40,33,0,0
153,58,2,2
143,69,1,1
49,37,0,0
123,108,1,1
39,27,0,0
315,248,5,4
53,46,2,2
50,39,0,0
56,36,0,0
53,40,14,13
275,167,0,0
140,102,0,0
43,37,0,0
40,28,0,0
69,63,1,1
58,43,0,0
47,42,0,0
113,85,0,0
6,3,1,1
46,35,18,13
34,17,0,0
215,160,2,2
27,11,0,0
117,104,0,0
37,31,0,0
105,83,2,2
62,36,0,0
92,59,0,0
33,10,2,2
57,51,0,0
170,131,1,1
33,30,0,0
199,169,0,0
181,93,0,0
0,0,498,317
40,21,0,0
81,70,3,3
104,20,67,8
101,68,4,3
109,84,2,2
103,91,0,0
42,25,0,0
33,31,0,0
35,26,0,0
104,42,11,7
44,33,0,0
88,64,0,0
111,50,0,0
35,23,1,1
42,26,0,0
73,44,2,2
84,54,2,2
38,20,0,0
45,35,0,0
182,148,1,1
27,13,11,9
93,61,6,4
116,82,7,5
74,73,21,20
26,10,8,5
35,25,1,1
75,68,0,0
41,20,9,8
33,28,0,0
292,241,0,0
52,44,0,0
93,86,0,0
49,40,0,0
121,99,3,2
109,74,7,7
76,67,4,2
44,28,0,0
116,63,18,8
101,85,0,0
204,178,0,0
25,22,53,32
145,122,0,0
42,40,0,0
51,35,1,1
74,56,0,0
64,30,0,0
39,24,13,11
127,6,6,1
533,213,14,6
102,64,74,38
164,132,102,81
47,25,7,4
89,44,20,5
106,64,35,25
22,17,17,14
42,31,0,0
59,49,36,30
64,38,4,4
68,31,0,0
59,52,0,0
70,42,34,25
8,7,480,262
150,68,12,9
54,48,0,0
39,34,2,2
115,95,1,1
95,63,1,1
31,27,20,13
37,29,0,0
45,34,0,0
475,252,114,73
53,31,3,2
92,62,1,1
45,42,0,0
47,32,13,9
89,77,0,0
29,26,3,3
32,21,16,13
83,58,8,7
2,2,96,75
28,21,6,5
28,24,17,13
29,28,0,0
41,34,2,2
107,99,0,0
40,18,0,0
65,54,0,0
49,23,6,4
101,84,65,51
50,39,9,6
33,14,7,4
49,30,9,7
276,208,0,0
53,36,0,0
25,19,14,10
21,18,11,10
79,51,0,0
48,35,0,0
60,41,0,0
175,93,3,2
95,66,0,0
237,107,2,1
42,26,2,2
33,30,0,0
33,17,0,0
127,74,4,3
188,65,18,12
56,31,26,13
59,33,0,0
268,172,10,7
58,42,17,8
32,13,44,22
24,20,6,6
45,41,0,0
43,42,0,0
22,17,72,33
63,27,6,2
27,15,10,4
69,65,0,0
129,44,51,16
55,46,0,0
40,29,2,2
391,270,0,0
52,32,0,0
39,32,0,0
66,48,35,23
92,56,26,22
192,128,1,1
69,53,16,15
260,96,3,3
210,153,145,101
108,98,0,0
43,28,0,0
53,11,33,7
26,23,14,12
44,42,0,0
501,197,16,12
23,19,5,5
49,14,1,1
56,10,0,0
65,42,5,3
14,13,30,13
117,22,44,11
64,50,1,1
322,67,11,5
46,27,0,0
62,45,0,0
62,36,39,21
105,75,51,44
54,45,49,40
30,21,10,8
158,35,0,0
81,59,0,0
98,72,5,5
31,6,0,0
43,39,0,0
30,29,1,1
44,16,3,2
174,96,0,0
73,50,0,0
259,88,518,219
36,12,7,5
63,34,22,16
79,65,0,0
25,10,20,8
42,36,0,0
39,36,0,0
178,78,3,3
51,13,22,9
121,58,40,34
29,18,4,3
36,34,0,0
150,49,15,9
36,20,3,1
118,59,7,6
31,7,0,0
31,24,28,25
98,37,1152,441
2,2,29,12
136,103,9,7
49,33,3,2
101,64,55,34
44,28,19,14
101,78,0,0
21,14,12,7
29,23,10,7
0,0,39,36
67,58,0,0
20,10,13,8
179,102,2,2
103,21,88,17
88,45,65,33
67,29,0,0
46,22,0,0
117,58,84,40
38,17,2,1
89,31,86,23
89,15,74,13
27,19,22,13
77,57,0,0
62,33,1,1
74,28,8,1
105,100,0,0
166,126,0,0
156,91,10,1
50,24,0,0
44,26,0,0
57,40,0,0
203,170,0,0
62,58,3,3
88,44,23,19
107,95,0,0
437,317,473,300
40,21,0,0
225,146,0,0
105,78,0,0
137,81,1,1
117,82,2,2
30,26,1,1
51,21,1,1
51,31,0,0
94,55,15,9
92,43,25,6
124,97,1,1
37,28,0,0
225,181,1,1
54,40,0,0
170,130,0,0
57,54,0,0
99,76,0,0
84,71,1,1
32,28,2,2
213,150,0,0
40,14,0,0
61,50,0,0
160,96,0,0
187,79,5,4
41,35,0,0
70,43,7,5
470,144,13,9
42,29,0,0
38,26,1,1
53,32,0,0
47,26,2,1
36,18,0,0
62,52,1,1
154,22,0,0
121,57,1,1
200,107,842,495
34,24,1,1
58,35,3,3
69,39,1,1
35,30,0,0
119,77,1,1
52,43,2,2
36,18,0,0
68,40,0,0
54,45,0,0
